video_id,number_of_frames,total_distance,activity_ratio,processing_status
Subj_103_part_110,68,56.085144427770224,0.029850746268656716,ok
Subj_103_part_111,110,128.0326196042886,0.01834862385321101,ok
Subj_103_part_112,60,56.60994891716525,0.0,ok
Subj_103_part_113,103,248.80888131630417,0.1568627450980392,ok
Subj_103_part_114,102,448.03160916985894,0.16831683168316833,ok
Subj_103_part_115,128,907.7981879825797,0.2992125984251969,ok
Subj_103_part_116,119,271.00927315586614,0.06779661016949153,ok
Subj_103_part_117,88,286.747630112872,0.13793103448275862,ok
Subj_103_part_118,113,377.05563335398364,0.1875,ok
Subj_103_part_119,120,401.07876148194873,0.15126050420168066,ok
Subj_103_part_12,120,103.58887220347427,0.05042016806722689,ok
Subj_103_part_120,126,213.07665671209048,0.048,ok
Subj_103_part_121,120,175.18699857443616,0.04201680672268908,ok
Subj_103_part_13,109,357.47995534765175,0.21296296296296297,ok
Subj_103_part_14,120,107.59804887163243,0.0,ok
Subj_103_part_15,120,382.7626611321441,0.2184873949579832,ok
Subj_103_part_16,120,543.9222539707648,0.2773109243697479,ok
Subj_103_part_17,120,300.9553137793773,0.17647058823529413,ok
Subj_103_part_18,132,445.025660378148,0.21374045801526717,ok
Subj_103_part_19,116,254.7972017108479,0.13043478260869565,ok
Subj_103_part_2,120,564.0510372723766,0.2605042016806723,ok
Subj_103_part_20,118,414.2160144824137,0.2564102564102564,ok
Subj_103_part_21,132,349.93878039793094,0.15267175572519084,ok
Subj_103_part_22,120,269.0960243992481,0.17647058823529413,ok
Subj_103_part_23,132,349.0394239321855,0.16793893129770993,ok
Subj_103_part_24,120,291.7963103736047,0.15126050420168066,ok
Subj_103_part_25,132,228.72245248479356,0.08396946564885496,ok
Subj_103_part_26,120,294.71617838033893,0.15126050420168066,ok
Subj_103_part_27,120,252.67064295632775,0.14285714285714285,ok
Subj_103_part_28,132,303.81107141036654,0.11450381679389313,ok
Subj_103_part_29,120,224.65245616369265,0.13445378151260504,ok
Subj_103_part_3,120,230.2965658188645,0.09243697478991597,ok
Subj_103_part_30,132,287.54397347659994,0.12213740458015267,ok
Subj_103_part_31,120,287.69762965374264,0.226890756302521,ok
Subj_103_part_32,74,169.7442095539628,0.136986301369863,ok
Subj_103_part_33,132,195.45250394412614,0.06870229007633588,ok
Subj_103_part_34,120,149.47219632293212,0.04201680672268908,ok
Subj_103_part_35,131,372.60766819365307,0.17692307692307693,ok
Subj_103_part_36,120,238.602034095101,0.11764705882352941,ok
Subj_103_part_37,119,497.7720965489818,0.19491525423728814,ok
Subj_103_part_38,120,441.1239915706749,0.15966386554621848,ok
Subj_103_part_39,104,214.1691534718841,0.08737864077669903,ok
Subj_103_part_4,129,366.60236561801634,0.1171875,ok
Subj_103_part_40,101,480.2208598534254,0.32,ok
Subj_103_part_41,120,672.773740761731,0.3025210084033613,ok
Subj_103_part_42,123,400.0236138737124,0.18032786885245902,ok
Subj_103_part_43,120,202.60336022096212,0.07563025210084033,ok
Subj_103_part_44,84,284.3531606168632,0.0963855421686747,ok
Subj_103_part_45,132,338.8305762066184,0.17557251908396945,ok
Subj_103_part_46,120,137.72026770491217,0.025210084033613446,ok
Subj_103_part_47,87,124.36760794069338,0.03488372093023256,ok
Subj_103_part_48,120,290.0548226467483,0.07563025210084033,ok
Subj_103_part_49,120,89.3637325601011,0.0,ok
Subj_103_part_5,120,80.72829857753345,0.025210084033613446,ok
Subj_103_part_50,132,238.71514879004067,0.04580152671755725,ok
Subj_103_part_51,108,329.1729060645943,0.14018691588785046,ok
Subj_103_part_52,82,42.1104231288104,0.0,ok
Subj_103_part_53,122,296.3685698689381,0.12396694214876033,ok
Subj_103_part_54,120,132.46088064784735,0.04201680672268908,ok
Subj_103_part_55,132,20.325140769936443,0.0,ok
Subj_103_part_56,100,377.2032014558462,0.12121212121212122,ok
Subj_103_part_57,65,100.37261353040229,0.046875,ok
Subj_103_part_58,131,880.9684305141026,0.24615384615384617,ok
Subj_103_part_59,92,198.2895716571846,0.02197802197802198,ok
Subj_103_part_6,132,202.37348197159392,0.04580152671755725,ok
Subj_103_part_60,128,265.2989107769493,0.11023622047244094,ok
Subj_103_part_61,120,111.25264213706114,0.0,ok
Subj_103_part_62,132,81.58963578670696,0.0,ok
Subj_103_part_63,120,67.26431237167257,0.0,ok
Subj_103_part_64,120,130.1849836457014,0.01680672268907563,ok
Subj_103_part_65,132,100.65723459866474,0.0,ok
Subj_103_part_66,119,305.6599205795504,0.16101694915254236,ok
Subj_103_part_67,132,273.5090098086153,0.0916030534351145,ok
Subj_103_part_68,120,144.02844145683537,0.025210084033613446,ok
Subj_103_part_69,118,258.9013610978593,0.1623931623931624,ok
Subj_103_part_7,116,240.18844540629084,0.09565217391304348,ok
